actions,0_screw,1_allen,2_hammer,3_hand
default_timings,16.375,22.885416666666668,5.083333333333333,57.552083333333336
user_m,0.2039463011501827,0.2992574747162992,0.9979220408554053,-0.16370363747300495
user_l,0.6539765689774449,0.5275926577368283,-0.9451473175409364,0.5351279025552607
user_j,-0.8579228701276274,-0.8268501324531281,-0.052774723314468405,-0.3714242650822559
task_chair,0.6101533968294715,0.12281665147316315,0.19190808477988575,-0.7574384313894472
task_box,-0.6101533968294718,-0.12281665147316374,-0.19190808477988533,0.757438431389447
