actions,0_screw,1_allen,2_hammer,3_hand
default_timings,14.243055555555555,13.895833333333334,11.53125,16.635416666666668
user_j,-0.8957029990680064,-0.7791886936978113,0.09265405397718138,-0.4883617776654316
user_m,0.20824172138426297,0.5188347792170521,0.9668249110662405,0.575898322718669
user_l,0.6874612776837435,0.26035391448075895,-1.0594789650434218,-0.08753654505323784
task_box,-0.5830768198759358,-0.05619149233397677,0.06848343120052537,0.7590339893432058
task_chair,0.5830768198759358,0.05619149233397677,-0.06848343120052537,-0.759033989343206
