session_num,tr_loss_ave,tr_loss_std,tr_mse_ave,tr_mse_std,tr_mae_ave,tr_mae_std,tr_rmse_ave,tr_rmse_std,val_loss_ave,val_loss_std,val_mse_ave,val_mse_std,val_mae_ave,val_mae_std,val_rmse_ave,val_rmse_std,fc_units,lstm_units,epochs,fc_depth,lstm_depth,lr,tr_loss_fold_0,tr_loss_fold_1,tr_loss_fold_2,tr_loss_fold_3,tr_loss_fold_4,tr_loss_fold_5,tr_loss_fold_6,tr_loss_fold_7,tr_loss_fold_8,tr_loss_fold_9,tr_loss_fold_10,tr_loss_fold_11,tr_mse_fold_0,tr_mse_fold_1,tr_mse_fold_2,tr_mse_fold_3,tr_mse_fold_4,tr_mse_fold_5,tr_mse_fold_6,tr_mse_fold_7,tr_mse_fold_8,tr_mse_fold_9,tr_mse_fold_10,tr_mse_fold_11,tr_mae_fold_0,tr_mae_fold_1,tr_mae_fold_2,tr_mae_fold_3,tr_mae_fold_4,tr_mae_fold_5,tr_mae_fold_6,tr_mae_fold_7,tr_mae_fold_8,tr_mae_fold_9,tr_mae_fold_10,tr_mae_fold_11,tr_rmse_fold_0,tr_rmse_fold_1,tr_rmse_fold_2,tr_rmse_fold_3,tr_rmse_fold_4,tr_rmse_fold_5,tr_rmse_fold_6,tr_rmse_fold_7,tr_rmse_fold_8,tr_rmse_fold_9,tr_rmse_fold_10,tr_rmse_fold_11,val_loss_fold_0,val_loss_fold_1,val_loss_fold_2,val_loss_fold_3,val_loss_fold_4,val_loss_fold_5,val_loss_fold_6,val_loss_fold_7,val_loss_fold_8,val_loss_fold_9,val_loss_fold_10,val_loss_fold_11,val_mse_fold_0,val_mse_fold_1,val_mse_fold_2,val_mse_fold_3,val_mse_fold_4,val_mse_fold_5,val_mse_fold_6,val_mse_fold_7,val_mse_fold_8,val_mse_fold_9,val_mse_fold_10,val_mse_fold_11,val_mae_fold_0,val_mae_fold_1,val_mae_fold_2,val_mae_fold_3,val_mae_fold_4,val_mae_fold_5,val_mae_fold_6,val_mae_fold_7,val_mae_fold_8,val_mae_fold_9,val_mae_fold_10,val_mae_fold_11,val_rmse_fold_0,val_rmse_fold_1,val_rmse_fold_2,val_rmse_fold_3,val_rmse_fold_4,val_rmse_fold_5,val_rmse_fold_6,val_rmse_fold_7,val_rmse_fold_8,val_rmse_fold_9,val_rmse_fold_10,val_rmse_fold_11
1,0,0,0,0,0,0,0,0,0.662666965,0.355152638,0.662666965,0.355152638,0.530895698,0.092200744,0.778208621,0.169104302,120,20,0,2,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394333256,0.380083412,0.51238885,0.525839964,1.571593715,0.713161279,0.546964899,0.403766564,1.151060305,0.721395954,0.518922661,0.512492723,0.394333256,0.380083412,0.51238885,0.525839964,1.571593715,0.713161279,0.546964899,0.403766564,1.151060305,0.721395954,0.518922661,0.512492723,0.436166921,0.424113086,0.497756718,0.515742214,0.739522154,0.565635662,0.507715725,0.452437707,0.667706284,0.551572281,0.503307824,0.509071797,0.618962028,0.615078977,0.713936727,0.723222383,1.170091187,0.836141172,0.738524084,0.630554663,1.031307738,0.832040047,0.716465196,0.712179248
1,0.508634768,0.032361598,0.508634766,0.032361597,0.484958923,0.013339432,0.689155815,0.020947012,0.452572704,0.295361995,0.452643988,0.295318396,0.501508062,0.082100448,0.632509743,0.165446077,120,20,1,2,1,0.001,0.504695193,0.528814825,0.511063337,0.507519374,0.459410697,0.52372202,0.565353643,0.475784693,0.464669359,0.549352532,0.490119287,0.523112252,0.504695193,0.528814822,0.511063335,0.50751937,0.459410697,0.523722017,0.565353637,0.475784693,0.464669364,0.549352532,0.490119282,0.523112252,0.488524689,0.486700746,0.488940041,0.486613341,0.474563227,0.479602185,0.517297482,0.485957224,0.462538838,0.492677984,0.471656791,0.484434523,0.684543211,0.705369467,0.691952754,0.687941101,0.664667197,0.692173635,0.728754791,0.67373146,0.654978292,0.714252569,0.673562676,0.697942625,0.248908442,0.24310855,0.312798778,0.364847541,1.217262879,0.449471917,0.322731607,0.236730874,0.841668784,0.547897174,0.274621743,0.370824155,0.248982646,0.243190818,0.31279143,0.36508008,1.217077958,0.449460023,0.32288551,0.23690268,0.841893871,0.548004069,0.274500119,0.370958653,0.438897431,0.423339356,0.477470913,0.49795376,0.673863029,0.50004754,0.472538584,0.43068578,0.644064456,0.534764186,0.420713799,0.503757913,0.491555435,0.492795791,0.557560424,0.60077771,1.02316117,0.665419973,0.566437853,0.483345064,0.861054801,0.726688694,0.519736205,0.601583802
1,0.268170739,0.027989512,0.268170738,0.027989513,0.370483278,0.034683737,0.49438558,0.028593622,0.363888164,0.264788654,0.363893058,0.264733098,0.445837375,0.096057372,0.551617284,0.160008924,120,20,2,2,1,0.001,0.303300286,0.278491688,0.291768375,0.262745318,0.215635752,0.263504491,0.317009408,0.265027138,0.252898895,0.252299926,0.237574224,0.277793368,0.303300289,0.278491689,0.291768373,0.262745315,0.215635752,0.26350449,0.317009408,0.265027136,0.252898895,0.252299923,0.237574225,0.277793364,0.393281855,0.362817195,0.415942086,0.384238384,0.343873783,0.339408942,0.436653414,0.390642098,0.338703814,0.336640185,0.328493498,0.375104081,0.521997904,0.50507413,0.525970139,0.495334929,0.4522649,0.474221739,0.545532739,0.499990349,0.4687812,0.480706984,0.457828031,0.50492391,0.158532977,0.17591254,0.251545671,0.340372562,0.955312626,0.235620178,0.27349918,0.20286964,0.821492896,0.518501419,0.174804801,0.258193482,0.158668505,0.176083372,0.251582666,0.340401603,0.955165408,0.235459816,0.273478448,0.202910202,0.821295113,0.518762181,0.174627201,0.258282185,0.339847703,0.371238254,0.454893804,0.523462422,0.618908254,0.378879664,0.466166198,0.370098161,0.544090829,0.531074281,0.300711072,0.450677863,0.396314778,0.413282878,0.496951489,0.579473783,0.876645455,0.470694168,0.51241278,0.446117197,0.802719674,0.708460733,0.410029002,0.506305467
1,0.164567882,0.020726672,0.164567882,0.020726672,0.280989089,0.02041887,0.391325373,0.020946031,0.349991023,0.35327998,0.349984522,0.353244433,0.377724856,0.139916497,0.523240854,0.19734942,120,20,3,2,1,0.001,0.202633479,0.159845201,0.171581103,0.150329422,0.126298329,0.136708527,0.184234817,0.170516763,0.174056057,0.167383684,0.154674888,0.176552311,0.20263348,0.159845205,0.171581104,0.150329422,0.12629833,0.136708527,0.184234817,0.170516761,0.174056057,0.167383681,0.154674886,0.176552312,0.29477933,0.275510872,0.301732075,0.281450706,0.260992855,0.252883277,0.326454745,0.28079822,0.265773536,0.268764385,0.269170691,0.293558379,0.42404161,0.389504181,0.401611981,0.381622515,0.351159191,0.358925329,0.416555884,0.397108791,0.395899802,0.394094126,0.383019981,0.402361084,0.13567281,0.161363895,0.236278301,0.462483536,1.395157672,0.230429007,0.268267763,0.138996008,0.554489698,0.248910387,0.165007965,0.202835239,0.135739136,0.161397412,0.236273698,0.462474893,1.395069112,0.230646904,0.268200415,0.139057701,0.55437759,0.248874722,0.164808149,0.202894536,0.256007511,0.290744192,0.338166033,0.524249044,0.751141381,0.335984931,0.422583325,0.262148171,0.408441509,0.321570928,0.298003439,0.323657813,0.361572996,0.395978442,0.466240578,0.671889783,1.051687033,0.468551855,0.50033799,0.36390745,0.68528558,0.48605535,0.392061572,0.435321616
1,0.120586313,0.011800608,0.120586313,0.011800607,0.243850799,0.005881252,0.338796917,0.013210702,0.314519099,0.222959655,0.314529562,0.222915772,0.369841946,0.086791703,0.512342351,0.144027763,120,20,4,2,1,0.001,0.132005581,0.126967806,0.107094688,0.116987558,0.099746546,0.112347343,0.116402346,0.124029815,0.144514347,0.126476532,0.116580387,0.123882804,0.132005582,0.126967807,0.107094691,0.116987558,0.099746546,0.112347342,0.116402344,0.124029815,0.144514347,0.126476532,0.116580388,0.123882804,0.247049249,0.25291341,0.242045743,0.246158116,0.232685328,0.238613135,0.249107943,0.238142538,0.249164409,0.241317465,0.240524692,0.248487555,0.353042085,0.349887081,0.324451506,0.337658972,0.312424012,0.328260522,0.337034789,0.340691063,0.360836565,0.345289518,0.333286153,0.342700739,0.113850933,0.131229617,0.264727982,0.367150049,0.948523403,0.283713001,0.352955986,0.190801009,0.452728109,0.234450022,0.258892785,0.17520629,0.113901522,0.131237867,0.264691445,0.36714694,0.948403457,0.283704705,0.35296624,0.190785691,0.452642084,0.234442105,0.259293468,0.175139214,0.240559537,0.299877257,0.325389714,0.462739344,0.55874634,0.340894871,0.451853446,0.314194099,0.376788993,0.346834228,0.402145885,0.318079639,0.33200921,0.359660749,0.481071018,0.598100716,0.872635784,0.516245851,0.5635171,0.421229103,0.618020503,0.480511243,0.496950914,0.408156016
1,0.095825884,0.006631873,0.095825884,0.006631873,0.21940543,0.004903031,0.303878897,0.009023193,0.359118894,0.279803571,0.359111652,0.279764398,0.397430694,0.101142938,0.534786187,0.166095397,120,20,5,2,1,0.001,0.101650629,0.094970975,0.090662903,0.095799036,0.084967529,0.090147776,0.09391596,0.092123943,0.110210823,0.101056711,0.094294396,0.100109927,0.10165063,0.094970975,0.090662903,0.095799036,0.084967529,0.090147777,0.093915962,0.092123943,0.110210824,0.101056711,0.094294396,0.100109926,0.221968318,0.221318059,0.220060285,0.222296211,0.211535764,0.212705941,0.22040695,0.212632315,0.223636176,0.221348627,0.217419987,0.227536528,0.312921624,0.304092326,0.298404106,0.305146599,0.287540424,0.29507562,0.301786534,0.29822533,0.321403972,0.310259158,0.301057751,0.310633321,0.105856112,0.282241641,0.226706399,0.377804342,1.143147891,0.293069559,0.264838461,0.136582138,0.534222736,0.513547282,0.223955619,0.207454545,0.105902912,0.282224487,0.226699458,0.37779855,1.143040314,0.293037313,0.26484147,0.13660459,0.53416212,0.513538754,0.223995754,0.207494102,0.254190294,0.420445977,0.348032778,0.493858585,0.606150411,0.358520247,0.385506025,0.283016112,0.398743361,0.524158718,0.364663406,0.331882412,0.318631976,0.508825834,0.460522634,0.603435794,0.942099823,0.516223347,0.490526427,0.363926434,0.66958533,0.653456543,0.452115661,0.438084443
1,0.082034725,0.004342369,0.082034725,0.004342369,0.202505967,0.004256656,0.28269563,0.006500449,0.326079597,0.260881395,0.326083274,0.260859068,0.37632274,0.088638802,0.513012314,0.157428887,120,20,6,2,1,0.001,0.084992458,0.081433123,0.079829792,0.081862772,0.074676775,0.078336531,0.084387176,0.077141052,0.090223247,0.084445035,0.080486697,0.086602043,0.084992459,0.081433123,0.079829792,0.081862772,0.074676775,0.078336532,0.084387176,0.077141052,0.090223247,0.084445036,0.080486697,0.086602043,0.203400056,0.203119259,0.204185923,0.203224452,0.195364548,0.197745337,0.205083204,0.196331905,0.207468018,0.201257861,0.203351025,0.209540015,0.287757082,0.282408414,0.280072448,0.283363854,0.270670999,0.276853773,0.286199862,0.274893372,0.293253113,0.285661258,0.280985662,0.290227727,0.104240629,0.198342415,0.215416793,0.35007562,1.08166531,0.231105749,0.249272368,0.150854542,0.457167141,0.439953349,0.215787958,0.219073289,0.104246836,0.19833885,0.215415179,0.350085048,1.081622235,0.23110057,0.249273485,0.15088708,0.457127917,0.439904484,0.215917041,0.219080567,0.246771989,0.368403095,0.337127354,0.439897091,0.565143194,0.302284035,0.372707294,0.290354516,0.442390522,0.46828212,0.331722733,0.350788941,0.313812703,0.434232627,0.449818359,0.581901377,0.916277305,0.465993455,0.477257892,0.379919236,0.640025525,0.606796095,0.443157842,0.446955349
1,0.073286664,0.002763197,0.073286664,0.002763197,0.190842949,0.003221626,0.267986851,0.004668248,0.3162666,0.260756681,0.31627243,0.26071534,0.350020325,0.087698037,0.502696661,0.160167255,120,20,7,2,1,0.001,0.073822142,0.073198116,0.073305535,0.073530656,0.067790347,0.071293458,0.075896071,0.07026624,0.075429248,0.074638732,0.07195118,0.07831824,0.073822141,0.073198116,0.073305535,0.073530657,0.067790347,0.071293458,0.075896071,0.070266239,0.075429248,0.074638732,0.071951181,0.07831824,0.189751804,0.19147724,0.192732694,0.192857769,0.185456602,0.188074249,0.1925898,0.18732739,0.192696873,0.189801831,0.189655989,0.197693143,0.268927131,0.26856444,0.268356931,0.269252921,0.258437781,0.264376499,0.271997024,0.262938107,0.270955258,0.269778046,0.265688308,0.27656977,0.096849176,0.180989939,0.200372922,0.39320895,1.057483981,0.231689709,0.201933487,0.148283384,0.502866265,0.376388629,0.203751659,0.201381094,0.097043336,0.180956498,0.200371368,0.3932094,1.057421345,0.231669023,0.201949742,0.148452863,0.502779333,0.37638056,0.203672376,0.201363321,0.21657345,0.341174688,0.308948046,0.465408624,0.542662781,0.303936807,0.321321867,0.269088606,0.382198048,0.400170732,0.313447664,0.335312584,0.305260324,0.417860429,0.435268971,0.615861098,0.905654666,0.464040907,0.435151196,0.376891021,0.633351505,0.584012006,0.428512448,0.430495363
1,0.067816931,0.002095985,0.067816931,0.002095985,0.181513096,0.002622787,0.257854951,0.003705609,0.312633399,0.264478447,0.312638743,0.264455316,0.339487883,0.087218596,0.49709589,0.162673218,120,20,8,2,1,0.001,0.069066489,0.067441472,0.068270635,0.068718991,0.063152262,0.067281985,0.070165827,0.06613174,0.066974586,0.069147365,0.066373448,0.071078377,0.069066489,0.067441473,0.068270635,0.06871899,0.063152261,0.067281986,0.070165827,0.06613174,0.066974586,0.069147365,0.066373448,0.071078377,0.181392347,0.181662387,0.183671491,0.183613039,0.177542262,0.180241207,0.184410943,0.179012178,0.179279327,0.180701273,0.179970088,0.186660604,0.25980617,0.257529331,0.259229244,0.260074252,0.249694253,0.256733022,0.26187431,0.254988172,0.255648884,0.25991489,0.255241727,0.263525161,0.090131379,0.142848736,0.183182466,0.360825489,1.07349614,0.270880861,0.206823129,0.152207717,0.478556465,0.378575398,0.195733449,0.218339565,0.090134031,0.142815034,0.183252611,0.360826152,1.073438047,0.270853574,0.206834017,0.15230255,0.478501443,0.378640714,0.195721528,0.21834521,0.20470796,0.296800097,0.292135237,0.436106515,0.540034791,0.315117336,0.31435375,0.26760763,0.380318814,0.388079099,0.301165374,0.337427993,0.294302468,0.373363395,0.41962574,0.586826071,0.912334351,0.49300646,0.439669445,0.381242774,0.620120701,0.582576202,0.41936858,0.442714488
1,0.063863137,0.001947838,0.063863137,0.001947838,0.17474917,0.002301489,0.250364967,0.003575681,0.312719682,0.27359165,0.312709846,0.273571862,0.334797119,0.089494746,0.495497874,0.167652668,120,20,9,2,1,0.001,0.064094509,0.063492456,0.065086871,0.065047879,0.059672553,0.063558783,0.066203737,0.062786422,0.062541974,0.064907465,0.062164298,0.066800691,0.064094509,0.063492457,0.065086871,0.065047879,0.059672553,0.063558783,0.066203738,0.062786423,0.062541973,0.064907464,0.062164297,0.066800691,0.17306006,0.174506942,0.177331893,0.176726829,0.171876021,0.173853221,0.17676736,0.173306309,0.172620993,0.174381541,0.173100469,0.179458399,0.250730031,0.250078875,0.252922088,0.253266764,0.242726379,0.249714803,0.254322076,0.248290151,0.247475783,0.251863709,0.247396519,0.255592432,0.084777317,0.178666882,0.180111269,0.347283925,1.083212342,0.230514294,0.194830563,0.155930783,0.556123442,0.372243693,0.177858535,0.191083136,0.084796379,0.178643712,0.180110963,0.347261535,1.083152488,0.23049698,0.194838942,0.155950392,0.556095381,0.372223582,0.177862282,0.19108552,0.192846875,0.321561693,0.286900023,0.423144459,0.534110784,0.292517854,0.296833869,0.267729076,0.400595951,0.394233744,0.289233856,0.317857239,0.285618378,0.41615706,0.414236038,0.574758986,0.91707438,0.459439384,0.42816493,0.384991114,0.660743499,0.58520298,0.40156276,0.418024981
