date,time,screw_in,allen_in,hammer,hand_screw_in
,,0.0,0.0,0.0,0.0
2022-03-08,16:34:06.918963,-1.4033910438605324,-1.464724900172322,-0.4229858985914804,0.3720303164762567
2022-03-08,16:49:53.235492,0.5324661736660831,-2.04911642044568,-0.745260868946894,-1.6182742868394644
2022-03-08,17:04:41.497465,-1.5425703209376094,-1.689490869508229,-0.8097158630179767,-1.562988047858472
2022-03-08,17:15:16.997632,-0.2266935194816092,-0.7005206044302378,-0.1007109282360667,-1.562988047858472
2022-03-08,17:29:47.819145,-1.5805283055949937,-1.689490869508229,-0.64857837784027,-1.2312706139725185
2022-03-08,17:38:23.409272,0.4565502043513137,-1.1500525431020518,-0.8097158630179767,-1.5077018088774798
2022-03-21,11:23:46.852325,0.4185922196939292,-1.0601461553676892,-0.3263034074848563,-1.1483412555010302
