date,time,screw_in,allen_in,hammer,hand_screw_in
,,0.0,0.0,0.0,0.0
2022-03-08,16:34:06.965624,-1.40339104386053,-1.46472490017232,-0.42298589859148,0.372030316476257
2022-03-08,17:04:41.515416,-1.54257032093761,-1.68949086950823,-0.809715863017977,-1.56298804785847
2022-03-08,17:29:47.836500,-1.58052830559499,-1.68949086950823,-0.64857837784027,-1.23127061397252
2022-05-08,17:14:50.523462,-1.85888685974915,-1.86930364497696,1.12393395911451,-1.3418430919345
2022-05-08,17:41:36.400479,-1.79562355198684,-0.970239767633326,0.092654053977181,-0.678408224162596
2022-05-08,18:05:44.989191,-1.74501290577699,-1.64453767564105,1.09170646207896,-1.61827428683946
2022-05-08,18:25:37.671100,-1.99806613682622,-2.09406961431286,1.70402890575425,-0.844266941105573
2022-05-15,15:40:49.742793,-1.82092887509176,-1.95921003271132,0.962796473936798,-0.623121985181604
2022-05-15,16:05:06.837473,-1.54257032093761,-2.18397600204722,1.31729894132775,0.482602794438241
2022-05-15,16:31:32.073685,-1.84623419819669,0.0,1.80071139686087,-0.014973356390689
2022-05-15,16:53:47.317685,-1.63113895180484,-2.2738823897815874,1.4462089294699187,0.0955991215712954
2022-08-04,15:20:19.897257,-1.63113895180484,-2.2738823897815874,1.5106639235410013,0.09559912157129544
