session_num,tr_loss_ave,tr_loss_std,tr_mse_ave,tr_mse_std,tr_mae_ave,tr_mae_std,tr_rmse_ave,tr_rmse_std,val_loss_ave,val_loss_std,val_mse_ave,val_mse_std,val_mae_ave,val_mae_std,val_rmse_ave,val_rmse_std,fc_units,lstm_units,epochs,fc_depth,lstm_depth,lr,tr_loss_fold_0,tr_mse_fold_0,tr_mae_fold_0,tr_rmse_fold_0
1,0.040947056,0,0.040947055,0,0.128623774,0,0.200558064,0,0,0,0,0,0,0,0,0,120,20,19,2,1,0.001,0.040947056,0.040947055,0.128623774,0.200558064
1,0.040537421,0,0.040537422,0,0.127163425,0,0.199589908,0,0,0,0,0,0,0,0,0,120,20,20,2,1,0.001,0.040537421,0.040537422,0.127163425,0.199589908
1,0.0390271,0,0.0390271,0,0.124377356,0,0.195749824,0,0,0,0,0,0,0,0,0,120,20,21,2,1,0.001,0.0390271,0.0390271,0.124377356,0.195749824
1,0.038367022,0,0.038367022,0,0.122640322,0,0.193985901,0,0,0,0,0,0,0,0,0,120,20,22,2,1,0.001,0.038367022,0.038367022,0.122640322,0.193985901
1,0.037616992,0,0.037616992,0,0.121383159,0,0.192103278,0,0,0,0,0,0,0,0,0,120,20,23,2,1,0.001,0.037616992,0.037616992,0.121383159,0.192103278
1,0.036695409,0,0.036695409,0,0.119805384,0,0.189485109,0,0,0,0,0,0,0,0,0,120,20,24,2,1,0.001,0.036695409,0.036695409,0.119805384,0.189485109
1,0.035864558,0,0.035864559,0,0.118565821,0,0.187530524,0,0,0,0,0,0,0,0,0,120,20,25,2,1,0.001,0.035864558,0.035864559,0.118565821,0.187530524
1,0.035023653,0,0.035023653,0,0.116776827,0,0.185224511,0,0,0,0,0,0,0,0,0,120,20,26,2,1,0.001,0.035023653,0.035023653,0.116776827,0.185224511
1,0.034545114,0,0.034545114,0,0.116012902,0,0.183818513,0,0,0,0,0,0,0,0,0,120,20,27,2,1,0.001,0.034545114,0.034545114,0.116012902,0.183818513
1,0.033417789,0,0.03341779,0,0.113952876,0,0.180756477,0,0,0,0,0,0,0,0,0,120,20,28,2,1,0.001,0.033417789,0.03341779,0.113952876,0.180756477
1,0.032427931,0,0.032427931,0,0.112439892,0,0.178071527,0,0,0,0,0,0,0,0,0,120,20,29,2,1,0.001,0.032427931,0.032427931,0.112439892,0.178071527
1,0.032000275,0,0.032000274,0,0.111727244,0,0.176770963,0,0,0,0,0,0,0,0,0,120,20,30,2,1,0.001,0.032000275,0.032000274,0.111727244,0.176770963
1,0.031609561,0,0.031609561,0,0.110835743,0,0.175554711,0,0,0,0,0,0,0,0,0,120,20,31,2,1,0.001,0.031609561,0.031609561,0.110835743,0.175554711
1,0.030981702,0,0.030981702,0,0.109633569,0,0.174117051,0,0,0,0,0,0,0,0,0,120,20,32,2,1,0.001,0.030981702,0.030981702,0.109633569,0.174117051
1,0.030318756,0,0.030318756,0,0.108526183,0,0.172071589,0,0,0,0,0,0,0,0,0,120,20,33,2,1,0.001,0.030318756,0.030318756,0.108526183,0.172071589
1,0.030012857,0,0.030012858,0,0.107773737,0,0.171330667,0,0,0,0,0,0,0,0,0,120,20,34,2,1,0.001,0.030012857,0.030012858,0.107773737,0.171330667
