date,time,hammer,screw_in,hand_screw_in,allen_in
2022-01-20,19:20:56.666752,16.333333333333332,19.0,19.0,19.0
2022-01-20,19:21:02.060763,16.333333333333332,19.0,19.0,19.0
2022-01-20,19:21:06.879332,16.333333333333332,19.0,19.0,19.0
2022-01-20,19:21:21.911930,16.333333333333332,19.0,19.0,19.0
2022-01-20,19:24:51.436001,16.333333333333332,19.0,19.0,19.0
2022-01-20,19:26:12.446246,16.333333333333332,19.0,19.0,19.0
2022-01-20,19:41:42.063059,17.0,,,
