date,time,hammer,screw_in,hand_screw_in,allen_in
2022-01-20,19:20:56.684187,16.333333333333332,19.0,19.0,19.0
2022-01-20,19:21:02.079958,16.333333333333332,19.0,19.0,19.0
2022-01-20,19:21:06.895993,16.333333333333332,19.0,19.0,19.0
2022-01-20,19:21:21.928967,16.333333333333332,19.0,19.0,19.0
2022-01-20,19:24:51.454143,16.333333333333332,19.0,19.0,19.0
2022-01-20,19:26:12.464157,16.333333333333332,19.0,19.0,19.0
2022-01-20,19:41:42.078722,17.0,,,
