session_num,tr_loss_ave,tr_loss_std,tr_mse_ave,tr_mse_std,tr_mae_ave,tr_mae_std,tr_rmse_ave,tr_rmse_std,val_loss_ave,val_loss_std,val_mse_ave,val_mse_std,val_mae_ave,val_mae_std,val_rmse_ave,val_rmse_std,fc_units,lstm_units,epochs,fc_depth,lstm_depth,lr,tr_loss_fold_0,tr_mse_fold_0,tr_mae_fold_0,tr_rmse_fold_0
1,0.50095889,0,0.50095889,0,0.48797368,0,0.677461982,0,0,0,0,0,0,0,0,0,120,20,1,2,1,0.001,0.50095889,0.50095889,0.48797368,0.677461982
1,0.281842283,0,0.281842285,0,0.394163934,0,0.507319229,0,0,0,0,0,0,0,0,0,120,20,2,2,1,0.001,0.281842283,0.281842285,0.394163934,0.507319229
1,0.15335963,0,0.153359627,0,0.268554917,0,0.377090402,0,0,0,0,0,0,0,0,0,120,20,3,2,1,0.001,0.15335963,0.153359627,0.268554917,0.377090402
1,0.090213379,0,0.090213379,0,0.215576808,0,0.29612164,0,0,0,0,0,0,0,0,0,120,20,4,2,1,0.001,0.090213379,0.090213379,0.215576808,0.29612164
1,0.072319318,0,0.072319317,0,0.191451386,0,0.266036178,0,0,0,0,0,0,0,0,0,120,20,5,2,1,0.001,0.072319318,0.072319317,0.191451386,0.266036178
1,0.063931284,0,0.063931285,0,0.176928211,0,0.250494245,0,0,0,0,0,0,0,0,0,120,20,6,2,1,0.001,0.063931284,0.063931285,0.176928211,0.250494245
1,0.058997901,0,0.058997901,0,0.16756716,0,0.240392915,0,0,0,0,0,0,0,0,0,120,20,7,2,1,0.001,0.058997901,0.058997901,0.16756716,0.240392915
1,0.055202954,0,0.055202954,0,0.159902801,0,0.232490715,0,0,0,0,0,0,0,0,0,120,20,8,2,1,0.001,0.055202954,0.055202954,0.159902801,0.232490715
1,0.051952828,0,0.051952829,0,0.153426697,0,0.225551908,0,0,0,0,0,0,0,0,0,120,20,9,2,1,0.001,0.051952828,0.051952829,0.153426697,0.225551908
1,0.048861234,0,0.048861234,0,0.148754844,0,0.218851492,0,0,0,0,0,0,0,0,0,120,20,10,2,1,0.001,0.048861234,0.048861234,0.148754844,0.218851492
1,0.046609224,0,0.046609225,0,0.143535982,0,0.213635253,0,0,0,0,0,0,0,0,0,120,20,11,2,1,0.001,0.046609224,0.046609225,0.143535982,0.213635253
1,0.044401602,0,0.044401602,0,0.139525849,0,0.208414213,0,0,0,0,0,0,0,0,0,120,20,12,2,1,0.001,0.044401602,0.044401602,0.139525849,0.208414213
1,0.042552828,0,0.042552828,0,0.135974124,0,0.204096881,0,0,0,0,0,0,0,0,0,120,20,13,2,1,0.001,0.042552828,0.042552828,0.135974124,0.204096881
1,0.040469075,0,0.040469076,0,0.132385372,0,0.198968623,0,0,0,0,0,0,0,0,0,120,20,14,2,1,0.001,0.040469075,0.040469076,0.132385372,0.198968623
1,0.0385911,0,0.0385911,0,0.129457407,0,0.194255003,0,0,0,0,0,0,0,0,0,120,20,15,2,1,0.001,0.0385911,0.0385911,0.129457407,0.194255003
1,0.036558245,0,0.036558245,0,0.126724411,0,0.189187344,0,0,0,0,0,0,0,0,0,120,20,16,2,1,0.001,0.036558245,0.036558245,0.126724411,0.189187344
1,0.035371973,0,0.035371973,0,0.123785743,0,0.186159673,0,0,0,0,0,0,0,0,0,120,20,17,2,1,0.001,0.035371973,0.035371973,0.123785743,0.186159673
1,0.034125115,0,0.034125115,0,0.121156093,0,0.182675742,0,0,0,0,0,0,0,0,0,120,20,18,2,1,0.001,0.034125115,0.034125115,0.121156093,0.182675742
1,0.033573542,0,0.033573542,0,0.119710671,0,0.181260602,0,0,0,0,0,0,0,0,0,120,20,19,2,1,0.001,0.033573542,0.033573542,0.119710671,0.181260602
1,0.033379665,0,0.033379665,0,0.118508318,0,0.180626816,0,0,0,0,0,0,0,0,0,120,20,20,2,1,0.001,0.033379665,0.033379665,0.118508318,0.180626816
1,0.03216135,0,0.03216135,0,0.116019394,0,0.17728816,0,0,0,0,0,0,0,0,0,120,20,21,2,1,0.001,0.03216135,0.03216135,0.116019394,0.17728816
