session_num,tr_loss_ave,tr_loss_std,tr_mse_ave,tr_mse_std,tr_mae_ave,tr_mae_std,tr_rmse_ave,tr_rmse_std,val_loss_ave,val_loss_std,val_mse_ave,val_mse_std,val_mae_ave,val_mae_std,val_rmse_ave,val_rmse_std,fc_units,lstm_units,epochs,fc_depth,lstm_depth,lr,tr_loss_fold_0,tr_mse_fold_0,tr_mae_fold_0,tr_rmse_fold_0
1,0.031732144,0,0.031732144,0,0.114571278,0,0.176101522,0,0,0,0,0,0,0,0,0,120,20,22,2,1,0.001,0.031732144,0.031732144,0.114571278,0.176101522
1,0.031139877,0,0.031139877,0,0.113175365,0,0.174412586,0,0,0,0,0,0,0,0,0,120,20,23,2,1,0.001,0.031139877,0.031139877,0.113175365,0.174412586
1,0.030733494,0,0.030733495,0,0.112111968,0,0.173314116,0,0,0,0,0,0,0,0,0,120,20,24,2,1,0.001,0.030733494,0.030733495,0.112111968,0.173314116
1,0.030286655,0,0.030286655,0,0.111083752,0,0.172183008,0,0,0,0,0,0,0,0,0,120,20,25,2,1,0.001,0.030286655,0.030286655,0.111083752,0.172183008
1,0.030172011,0,0.030172011,0,0.109877065,0,0.17161099,0,0,0,0,0,0,0,0,0,120,20,26,2,1,0.001,0.030172011,0.030172011,0.109877065,0.17161099
1,0.02953626,0,0.02953626,0,0.108553672,0,0.169870598,0,0,0,0,0,0,0,0,0,120,20,27,2,1,0.001,0.02953626,0.02953626,0.108553672,0.169870598
1,0.029650015,0,0.029650016,0,0.108253548,0,0.170217792,0,0,0,0,0,0,0,0,0,120,20,28,2,1,0.001,0.029650015,0.029650016,0.108253548,0.170217792
1,0.029029945,0,0.029029945,0,0.107267172,0,0.168548173,0,0,0,0,0,0,0,0,0,120,20,29,2,1,0.001,0.029029945,0.029029945,0.107267172,0.168548173
1,0.029009276,0,0.029009276,0,0.106427062,0,0.168222521,0,0,0,0,0,0,0,0,0,120,20,30,2,1,0.001,0.029009276,0.029009276,0.106427062,0.168222521
1,0.028612564,0,0.028612564,0,0.105619363,0,0.167116102,0,0,0,0,0,0,0,0,0,120,20,31,2,1,0.001,0.028612564,0.028612564,0.105619363,0.167116102
1,0.02850345,0,0.02850345,0,0.104772755,0,0.166951489,0,0,0,0,0,0,0,0,0,120,20,32,2,1,0.001,0.02850345,0.02850345,0.104772755,0.166951489
1,0.02806773,0,0.02806773,0,0.103991184,0,0.165641086,0,0,0,0,0,0,0,0,0,120,20,33,2,1,0.001,0.02806773,0.02806773,0.103991184,0.165641086
1,0.027760499,0,0.0277605,0,0.103321769,0,0.164843318,0,0,0,0,0,0,0,0,0,120,20,34,2,1,0.001,0.027760499,0.0277605,0.103321769,0.164843318
1,0.027503456,0,0.027503456,0,0.10254127,0,0.164101952,0,0,0,0,0,0,0,0,0,120,20,35,2,1,0.001,0.027503456,0.027503456,0.10254127,0.164101952
1,0.027540565,0,0.027540565,0,0.101826186,0,0.163831086,0,0,0,0,0,0,0,0,0,120,20,36,2,1,0.001,0.027540565,0.027540565,0.101826186,0.163831086
1,0.027309725,0,0.027309725,0,0.101849675,0,0.163490921,0,0,0,0,0,0,0,0,0,120,20,37,2,1,0.001,0.027309725,0.027309725,0.101849675,0.163490921
1,0.02675772,0,0.02675772,0,0.100393862,0,0.161608044,0,0,0,0,0,0,0,0,0,120,20,38,2,1,0.001,0.02675772,0.02675772,0.100393862,0.161608044
1,0.026910873,0,0.026910873,0,0.10058911,0,0.162303211,0,0,0,0,0,0,0,0,0,120,20,39,2,1,0.001,0.026910873,0.026910873,0.10058911,0.162303211
1,0.026804606,0,0.026804606,0,0.100475658,0,0.162132322,0,0,0,0,0,0,0,0,0,120,20,40,2,1,0.001,0.026804606,0.026804606,0.100475658,0.162132322
1,0.027361046,0,0.027361047,0,0.100666046,0,0.16316032,0,0,0,0,0,0,0,0,0,120,20,41,2,1,0.001,0.027361046,0.027361047,0.100666046,0.16316032
1,0.026282943,0,0.026282943,0,0.099180989,0,0.160303872,0,0,0,0,0,0,0,0,0,120,20,42,2,1,0.001,0.026282943,0.026282943,0.099180989,0.160303872
1,0.026791791,0,0.026791791,0,0.10015393,0,0.161897089,0,0,0,0,0,0,0,0,0,120,20,43,2,1,0.001,0.026791791,0.026791791,0.10015393,0.161897089
1,0.026292107,0,0.026292107,0,0.098841085,0,0.16028892,0,0,0,0,0,0,0,0,0,120,20,44,2,1,0.001,0.026292107,0.026292107,0.098841085,0.16028892
1,0.025760856,0,0.025760856,0,0.097617837,0,0.158770122,0,0,0,0,0,0,0,0,0,120,20,45,2,1,0.001,0.025760856,0.025760856,0.097617837,0.158770122
1,0.025689583,0,0.025689582,0,0.097615091,0,0.15849877,0,0,0,0,0,0,0,0,0,120,20,46,2,1,0.001,0.025689583,0.025689582,0.097615091,0.15849877
1,0.02563359,0,0.02563359,0,0.097315937,0,0.158492215,0,0,0,0,0,0,0,0,0,120,20,47,2,1,0.001,0.02563359,0.02563359,0.097315937,0.158492215
1,0.02540572,0,0.02540572,0,0.097010316,0,0.157642841,0,0,0,0,0,0,0,0,0,120,20,48,2,1,0.001,0.02540572,0.02540572,0.097010316,0.157642841
1,0.025050038,0,0.025050038,0,0.09602195,0,0.156505662,0,0,0,0,0,0,0,0,0,120,20,49,2,1,0.001,0.025050038,0.025050038,0.09602195,0.156505662
1,0.025323176,0,0.025323176,0,0.096447039,0,0.157411286,0,0,0,0,0,0,0,0,0,120,20,50,2,1,0.001,0.025323176,0.025323176,0.096447039,0.157411286
1,0.025323176,0,0.025323176,0,0.096447039,0,0.157411286,0,0,0,0,0,0,0,0,0,120,20,50,2,1,0.001,0.025323176,0.025323176,0.096447039,0.157411286
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,20,0,2,1,5.00E-05,0,0,0,0
1,0.213561763,0,0.213561763,0,0.215279411,0,0.368616012,0,0,0,0,0,0,0,0,0,120,20,1,2,1,5.00E-05,0.213561763,0.213561763,0.215279411,0.368616012
1,0.173043248,0,0.173043248,0,0.206899704,0,0.343539837,0,0,0,0,0,0,0,0,0,120,20,2,2,1,5.00E-05,0.173043248,0.173043248,0.206899704,0.343539837
1,0.171856083,0,0.171856083,0,0.209042333,0,0.344057712,0,0,0,0,0,0,0,0,0,120,20,3,2,1,5.00E-05,0.171856083,0.171856083,0.209042333,0.344057712
1,0.171777369,0,0.171777369,0,0.210534033,0,0.344585202,0,0,0,0,0,0,0,0,0,120,20,4,2,1,5.00E-05,0.171777369,0.171777369,0.210534033,0.344585202
1,0.172686219,0,0.172686219,0,0.212160824,0,0.345741362,0,0,0,0,0,0,0,0,0,120,20,5,2,1,5.00E-05,0.172686219,0.172686219,0.212160824,0.345741362
1,0.170965027,0,0.170965027,0,0.210914298,0,0.345416577,0,0,0,0,0,0,0,0,0,120,20,6,2,1,5.00E-05,0.170965027,0.170965027,0.210914298,0.345416577
1,0.172519666,0,0.172519666,0,0.21331575,0,0.346587954,0,0,0,0,0,0,0,0,0,120,20,7,2,1,5.00E-05,0.172519666,0.172519666,0.21331575,0.346587954
1,0.176549988,0,0.176549988,0,0.21704501,0,0.34878372,0,0,0,0,0,0,0,0,0,120,20,8,2,1,5.00E-05,0.176549988,0.176549988,0.21704501,0.34878372
1,0.177404639,0,0.177404639,0,0.218236486,0,0.350111388,0,0,0,0,0,0,0,0,0,120,20,9,2,1,5.00E-05,0.177404639,0.177404639,0.218236486,0.350111388
